"","from","to","source","database"
"7123","CCL27","CCR1","ppi_lr","ppi_prediction"
"7124","INSL5","CCR1","ppi_lr","ppi_prediction"
"7125","CXCL5","CCR7","ppi_lr","ppi_prediction"
"7126","CXCL12","CCR7","ppi_lr","ppi_prediction"
"7127","NMU","CCR7","ppi_lr","ppi_prediction"
"7128","SST","CCR7","ppi_lr","ppi_prediction"
"7129","CCL20","CCR7","ppi_lr","ppi_prediction"
"7130","CXCL6","CCR7","ppi_lr","ppi_prediction"
"7131","CXCL9","CCR7","ppi_lr","ppi_prediction"
"7132","PNOC","CCR7","ppi_lr","ppi_prediction"
"7133","NMS","CCR7","ppi_lr","ppi_prediction"
"7134","NPW","CCR7","ppi_lr","ppi_prediction"
"7135","NPB","CCR7","ppi_lr","ppi_prediction"
"7136","RLN3","CCR7","ppi_lr","ppi_prediction"
"7137","CXCL16","CCR7","ppi_lr","ppi_prediction"
"7138","CCL28","CCR7","ppi_lr","ppi_prediction"
"7139","HEBP1","CCR7","ppi_lr","ppi_prediction"
"7140","APLN","CCR7","ppi_lr","ppi_prediction"
"7141","CCL27","CCR7","ppi_lr","ppi_prediction"
"7142","INSL5","CCR7","ppi_lr","ppi_prediction"
"7143","CXCL5","CXCR5","ppi_lr","ppi_prediction"
"7144","CXCL12","CXCR5","ppi_lr","ppi_prediction"
"7145","NMU","CXCR5","ppi_lr","ppi_prediction"
"7146","SST","CXCR5","ppi_lr","ppi_prediction"
"7147","CCL20","CXCR5","ppi_lr","ppi_prediction"
"7148","CXCL6","CXCR5","ppi_lr","ppi_prediction"
"7149","CXCL9","CXCR5","ppi_lr","ppi_prediction"
"7150","PNOC","CXCR5","ppi_lr","ppi_prediction"
"7151","NMS","CXCR5","ppi_lr","ppi_prediction"
"7152","NPW","CXCR5","ppi_lr","ppi_prediction"
"7153","NPB","CXCR5","ppi_lr","ppi_prediction"
"7154","RLN3","CXCR5","ppi_lr","ppi_prediction"
"7155","CCL19","CXCR5","ppi_lr","ppi_prediction"
"7156","CXCL16","CXCR5","ppi_lr","ppi_prediction"
"7157","CCL28","CXCR5","ppi_lr","ppi_prediction"
"7158","HEBP1","CXCR5","ppi_lr","ppi_prediction"
"7159","APLN","CXCR5","ppi_lr","ppi_prediction"
"7160","CCL27","CXCR5","ppi_lr","ppi_prediction"
"7161","INSL5","CXCR5","ppi_lr","ppi_prediction"
"7162","CXCL5","SSTR3","ppi_lr","ppi_prediction"
"7163","CXCL12","SSTR3","ppi_lr","ppi_prediction"
"7164","NMU","SSTR3","ppi_lr","ppi_prediction"
"7165","CCL20","SSTR3","ppi_lr","ppi_prediction"
"7166","CXCL6","SSTR3","ppi_lr","ppi_prediction"
"7167","CXCL9","SSTR3","ppi_lr","ppi_prediction"
"7168","PNOC","SSTR3","ppi_lr","ppi_prediction"
"7169","NMS","SSTR3","ppi_lr","ppi_prediction"
"7170","NPW","SSTR3","ppi_lr","ppi_prediction"
"7171","NPB","SSTR3","ppi_lr","ppi_prediction"
"7172","RLN3","SSTR3","ppi_lr","ppi_prediction"
"7173","CCL19","SSTR3","ppi_lr","ppi_prediction"
"7174","CXCL16","SSTR3","ppi_lr","ppi_prediction"
"7175","CCL28","SSTR3","ppi_lr","ppi_prediction"
"7176","HEBP1","SSTR3","ppi_lr","ppi_prediction"
"7177","APLN","SSTR3","ppi_lr","ppi_prediction"
"7178","CCL27","SSTR3","ppi_lr","ppi_prediction"
"7179","INSL5","SSTR3","ppi_lr","ppi_prediction"
"7180","ADM","MC5R","ppi_lr","ppi_prediction"
"7181","INSL3","MC5R","ppi_lr","ppi_prediction"
"7182","ADM2","MC5R","ppi_lr","ppi_prediction"
"7183","RLN3","MC5R","ppi_lr","ppi_prediction"
"7184","PTH2","MC5R","ppi_lr","ppi_prediction"
"7185","EFNB1","SDC2","ppi_lr","ppi_prediction"
"7186","EFNB3","SDC2","ppi_lr","ppi_prediction"
"7187","ADM","HTR7","ppi_lr","ppi_prediction"
"7188","INSL3","HTR7","ppi_lr","ppi_prediction"
"7189","ADM2","HTR7","ppi_lr","ppi_prediction"
"7190","RLN3","HTR7","ppi_lr","ppi_prediction"
"7191","PTH2","HTR7","ppi_lr","ppi_prediction"
"7192","XCL1","TRHR","ppi_lr","ppi_prediction"
"7193","NMU","TRHR","ppi_lr","ppi_prediction"
"7194","PROK1","TRHR","ppi_lr","ppi_prediction"
"7195","QRFP","TRHR","ppi_lr","ppi_prediction"
"7196","KISS1","TRHR","ppi_lr","ppi_prediction"
"7197","NMS","TRHR","ppi_lr","ppi_prediction"
"7198","UTS2B","TRHR","ppi_lr","ppi_prediction"
"7199","PROK2","TRHR","ppi_lr","ppi_prediction"
"7200","XCL2","TRHR","ppi_lr","ppi_prediction"
"7201","GHRL","TRHR","ppi_lr","ppi_prediction"
"7202","TAC3","TRHR","ppi_lr","ppi_prediction"
"7203","ADM","CRHR1","ppi_lr","ppi_prediction"
"7204","INSL3","CRHR1","ppi_lr","ppi_prediction"
"7205","ADM2","CRHR1","ppi_lr","ppi_prediction"
"7206","RLN3","CRHR1","ppi_lr","ppi_prediction"
"7207","PTH2","CRHR1","ppi_lr","ppi_prediction"
"7208","CXCL5","SSTR5","ppi_lr","ppi_prediction"
"7209","CXCL12","SSTR5","ppi_lr","ppi_prediction"
"7210","NMU","SSTR5","ppi_lr","ppi_prediction"
"7211","CCL20","SSTR5","ppi_lr","ppi_prediction"
"7212","CXCL6","SSTR5","ppi_lr","ppi_prediction"
"7213","CXCL9","SSTR5","ppi_lr","ppi_prediction"
"7214","PNOC","SSTR5","ppi_lr","ppi_prediction"
"7215","NMS","SSTR5","ppi_lr","ppi_prediction"
"7216","NPW","SSTR5","ppi_lr","ppi_prediction"
"7217","NPB","SSTR5","ppi_lr","ppi_prediction"
"7218","RLN3","SSTR5","ppi_lr","ppi_prediction"
"7219","CCL19","SSTR5","ppi_lr","ppi_prediction"
"7220","CXCL16","SSTR5","ppi_lr","ppi_prediction"
"7221","CCL28","SSTR5","ppi_lr","ppi_prediction"
"7222","HEBP1","SSTR5","ppi_lr","ppi_prediction"
"7223","APLN","SSTR5","ppi_lr","ppi_prediction"
"7224","CCL27","SSTR5","ppi_lr","ppi_prediction"
"7225","INSL5","SSTR5","ppi_lr","ppi_prediction"
"7226","XCL1","HRH1","ppi_lr","ppi_prediction"
"7227","NMU","HRH1","ppi_lr","ppi_prediction"
"7228","PROK1","HRH1","ppi_lr","ppi_prediction"
"7229","QRFP","HRH1","ppi_lr","ppi_prediction"
"7230","KISS1","HRH1","ppi_lr","ppi_prediction"
"7231","NMS","HRH1","ppi_lr","ppi_prediction"
"7232","UTS2B","HRH1","ppi_lr","ppi_prediction"
"7233","PROK2","HRH1","ppi_lr","ppi_prediction"
"7234","XCL2","HRH1","ppi_lr","ppi_prediction"
"7235","GHRL","HRH1","ppi_lr","ppi_prediction"
"7236","TAC3","HRH1","ppi_lr","ppi_prediction"
"7237","CXCL5","OPRM1","ppi_lr","ppi_prediction"
"7238","CXCL12","OPRM1","ppi_lr","ppi_prediction"
"7239","NMU","OPRM1","ppi_lr","ppi_prediction"
"7240","SST","OPRM1","ppi_lr","ppi_prediction"
"7241","CCL20","OPRM1","ppi_lr","ppi_prediction"
"7242","CXCL6","OPRM1","ppi_lr","ppi_prediction"
"7243","ARF1","OPRM1","ppi_lr","ppi_prediction"
"7244","CXCL9","OPRM1","ppi_lr","ppi_prediction"
"7245","PNOC","OPRM1","ppi_lr","ppi_prediction"
"7246","NMS","OPRM1","ppi_lr","ppi_prediction"
"7247","NPW","OPRM1","ppi_lr","ppi_prediction"
"7248","NPB","OPRM1","ppi_lr","ppi_prediction"
"7249","RLN3","OPRM1","ppi_lr","ppi_prediction"
"7250","CCL19","OPRM1","ppi_lr","ppi_prediction"
"7251","CXCL16","OPRM1","ppi_lr","ppi_prediction"
"7252","CCL28","OPRM1","ppi_lr","ppi_prediction"
"7253","HEBP1","OPRM1","ppi_lr","ppi_prediction"
"7254","APLN","OPRM1","ppi_lr","ppi_prediction"
"7255","CCL27","OPRM1","ppi_lr","ppi_prediction"
"7256","INSL5","OPRM1","ppi_lr","ppi_prediction"
"7257","CXCL5","APLNR","ppi_lr","ppi_prediction"
"7258","CXCL12","APLNR","ppi_lr","ppi_prediction"
"7259","NMU","APLNR","ppi_lr","ppi_prediction"
"7260","SST","APLNR","ppi_lr","ppi_prediction"
"7261","CCL20","APLNR","ppi_lr","ppi_prediction"
"7262","CXCL6","APLNR","ppi_lr","ppi_prediction"
"7263","CXCL9","APLNR","ppi_lr","ppi_prediction"
"7264","PNOC","APLNR","ppi_lr","ppi_prediction"
"7265","NMS","APLNR","ppi_lr","ppi_prediction"
"7266","NPW","APLNR","ppi_lr","ppi_prediction"
"7267","NPB","APLNR","ppi_lr","ppi_prediction"
"7268","RLN3","APLNR","ppi_lr","ppi_prediction"
"7269","CCL19","APLNR","ppi_lr","ppi_prediction"
"7270","CXCL16","APLNR","ppi_lr","ppi_prediction"
"7271","CCL28","APLNR","ppi_lr","ppi_prediction"
"7272","HEBP1","APLNR","ppi_lr","ppi_prediction"
"7273","CCL27","APLNR","ppi_lr","ppi_prediction"
"7274","INSL5","APLNR","ppi_lr","ppi_prediction"
"7275","ANGPT4","TIE1","ppi_lr","ppi_prediction"
"7276","EFNB2","FLT4","ppi_lr","ppi_prediction"
"7277","EFNB1","FLT4","ppi_lr","ppi_prediction"
"7278","EFNB3","FLT4","ppi_lr","ppi_prediction"
"7279","LIPH","FLT4","ppi_lr","ppi_prediction"
"7280","PGF","KDR","ppi_lr","ppi_prediction"
"7281","EFNA3","TGFBR1","ppi_lr","ppi_prediction"
"7282","EFNA4","TGFBR1","ppi_lr","ppi_prediction"
"7283","EFNA5","TGFBR1","ppi_lr","ppi_prediction"
"7284","XCL1","AVPR1A","ppi_lr","ppi_prediction"
"7285","NMU","AVPR1A","ppi_lr","ppi_prediction"
"7286","PROK1","AVPR1A","ppi_lr","ppi_prediction"
"7287","QRFP","AVPR1A","ppi_lr","ppi_prediction"
"7288","KISS1","AVPR1A","ppi_lr","ppi_prediction"
"7289","NMS","AVPR1A","ppi_lr","ppi_prediction"
"7290","UTS2B","AVPR1A","ppi_lr","ppi_prediction"
"7291","PROK2","AVPR1A","ppi_lr","ppi_prediction"
"7292","XCL2","AVPR1A","ppi_lr","ppi_prediction"
"7293","GHRL","AVPR1A","ppi_lr","ppi_prediction"
"7294","TAC3","AVPR1A","ppi_lr","ppi_prediction"
"7295","CXCL5","OPRD1","ppi_lr","ppi_prediction"
"7296","CXCL12","OPRD1","ppi_lr","ppi_prediction"
"7297","NMU","OPRD1","ppi_lr","ppi_prediction"
"7298","SST","OPRD1","ppi_lr","ppi_prediction"
"7299","CCL20","OPRD1","ppi_lr","ppi_prediction"
"7300","CXCL6","OPRD1","ppi_lr","ppi_prediction"
"7301","CXCL9","OPRD1","ppi_lr","ppi_prediction"
"7302","PNOC","OPRD1","ppi_lr","ppi_prediction"
"7303","NMS","OPRD1","ppi_lr","ppi_prediction"
"7304","NPW","OPRD1","ppi_lr","ppi_prediction"
"7305","NPB","OPRD1","ppi_lr","ppi_prediction"
"7306","RLN3","OPRD1","ppi_lr","ppi_prediction"
"7307","CCL19","OPRD1","ppi_lr","ppi_prediction"
"7308","CXCL16","OPRD1","ppi_lr","ppi_prediction"
"7309","CCL28","OPRD1","ppi_lr","ppi_prediction"
"7310","HEBP1","OPRD1","ppi_lr","ppi_prediction"
"7311","APLN","OPRD1","ppi_lr","ppi_prediction"
"7312","CCL27","OPRD1","ppi_lr","ppi_prediction"
"7313","INSL5","OPRD1","ppi_lr","ppi_prediction"
"7314","CXCL5","OPRK1","ppi_lr","ppi_prediction"
"7315","CXCL12","OPRK1","ppi_lr","ppi_prediction"
"7316","NMU","OPRK1","ppi_lr","ppi_prediction"
"7317","SST","OPRK1","ppi_lr","ppi_prediction"
"7318","CCL20","OPRK1","ppi_lr","ppi_prediction"
"7319","CXCL6","OPRK1","ppi_lr","ppi_prediction"
"7320","CXCL9","OPRK1","ppi_lr","ppi_prediction"
"7321","PNOC","OPRK1","ppi_lr","ppi_prediction"
"7322","NMS","OPRK1","ppi_lr","ppi_prediction"
"7323","NPW","OPRK1","ppi_lr","ppi_prediction"
"7324","NPB","OPRK1","ppi_lr","ppi_prediction"
"7325","RLN3","OPRK1","ppi_lr","ppi_prediction"
"7326","CCL19","OPRK1","ppi_lr","ppi_prediction"
"7327","CXCL16","OPRK1","ppi_lr","ppi_prediction"
"7328","CCL28","OPRK1","ppi_lr","ppi_prediction"
"7329","HEBP1","OPRK1","ppi_lr","ppi_prediction"
"7330","APLN","OPRK1","ppi_lr","ppi_prediction"
"7331","CCL27","OPRK1","ppi_lr","ppi_prediction"
"7332","INSL5","OPRK1","ppi_lr","ppi_prediction"
"7333","CXCL5","OPRL1","ppi_lr","ppi_prediction"
"7334","CXCL12","OPRL1","ppi_lr","ppi_prediction"
"7335","NMU","OPRL1","ppi_lr","ppi_prediction"
"7336","SST","OPRL1","ppi_lr","ppi_prediction"
"7337","CCL20","OPRL1","ppi_lr","ppi_prediction"
"7338","CXCL6","OPRL1","ppi_lr","ppi_prediction"
"7339","CXCL9","OPRL1","ppi_lr","ppi_prediction"
"7340","NMS","OPRL1","ppi_lr","ppi_prediction"
"7341","NPW","OPRL1","ppi_lr","ppi_prediction"
"7342","NPB","OPRL1","ppi_lr","ppi_prediction"
"7343","RLN3","OPRL1","ppi_lr","ppi_prediction"
"7344","CCL19","OPRL1","ppi_lr","ppi_prediction"
"7345","CXCL16","OPRL1","ppi_lr","ppi_prediction"
"7346","CCL28","OPRL1","ppi_lr","ppi_prediction"
"7347","HEBP1","OPRL1","ppi_lr","ppi_prediction"
"7348","APLN","OPRL1","ppi_lr","ppi_prediction"
"7349","CCL27","OPRL1","ppi_lr","ppi_prediction"
"7350","INSL5","OPRL1","ppi_lr","ppi_prediction"
"7351","INSL3","ADCYAP1R1","ppi_lr","ppi_prediction"
"7352","ADM2","ADCYAP1R1","ppi_lr","ppi_prediction"
"7353","RLN3","ADCYAP1R1","ppi_lr","ppi_prediction"
"7354","PTH2","ADCYAP1R1","ppi_lr","ppi_prediction"
"7355","INSL3","VIPR2","ppi_lr","ppi_prediction"
"7356","ADM2","VIPR2","ppi_lr","ppi_prediction"
"7357","RLN3","VIPR2","ppi_lr","ppi_prediction"
"7358","PTH2","VIPR2","ppi_lr","ppi_prediction"
"7359","XCL1","HTR2B","ppi_lr","ppi_prediction"
"7360","NMU","HTR2B","ppi_lr","ppi_prediction"
"7361","PROK1","HTR2B","ppi_lr","ppi_prediction"
"7362","QRFP","HTR2B","ppi_lr","ppi_prediction"
"7363","KISS1","HTR2B","ppi_lr","ppi_prediction"
"7364","NMS","HTR2B","ppi_lr","ppi_prediction"
"7365","UTS2B","HTR2B","ppi_lr","ppi_prediction"
"7366","PROK2","HTR2B","ppi_lr","ppi_prediction"
"7367","XCL2","HTR2B","ppi_lr","ppi_prediction"
"7368","GHRL","HTR2B","ppi_lr","ppi_prediction"
"7369","TAC3","HTR2B","ppi_lr","ppi_prediction"
"7370","CXCL5","CCR2","ppi_lr","ppi_prediction"
"7371","CXCL12","CCR2","ppi_lr","ppi_prediction"
"7372","NMU","CCR2","ppi_lr","ppi_prediction"
"7373","SST","CCR2","ppi_lr","ppi_prediction"
"7374","CCL20","CCR2","ppi_lr","ppi_prediction"
"7375","CXCL6","CCR2","ppi_lr","ppi_prediction"
"7376","CXCL9","CCR2","ppi_lr","ppi_prediction"
"7377","PNOC","CCR2","ppi_lr","ppi_prediction"
"7378","NMS","CCR2","ppi_lr","ppi_prediction"
"7379","NPW","CCR2","ppi_lr","ppi_prediction"
"7380","NPB","CCR2","ppi_lr","ppi_prediction"
"7381","RLN3","CCR2","ppi_lr","ppi_prediction"
"7382","CCL19","CCR2","ppi_lr","ppi_prediction"
"7383","CXCL16","CCR2","ppi_lr","ppi_prediction"
"7384","CCL28","CCR2","ppi_lr","ppi_prediction"
"7385","HEBP1","CCR2","ppi_lr","ppi_prediction"
"7386","APLN","CCR2","ppi_lr","ppi_prediction"
"7387","CCL27","CCR2","ppi_lr","ppi_prediction"
"7388","INSL5","CCR2","ppi_lr","ppi_prediction"
"7389","INSL3","MC3R","ppi_lr","ppi_prediction"
"7390","ADM2","MC3R","ppi_lr","ppi_prediction"
"7391","RLN3","MC3R","ppi_lr","ppi_prediction"
"7392","PTH2","MC3R","ppi_lr","ppi_prediction"
"7393","INSL3","GLP1R","ppi_lr","ppi_prediction"
"7394","ADM2","GLP1R","ppi_lr","ppi_prediction"
"7395","RLN3","GLP1R","ppi_lr","ppi_prediction"
"7396","PTH2","GLP1R","ppi_lr","ppi_prediction"
"7397","CXCL12","CCR10","ppi_lr","ppi_prediction"
"7398","NMU","CCR10","ppi_lr","ppi_prediction"
"7399","SST","CCR10","ppi_lr","ppi_prediction"
"7400","CCL20","CCR10","ppi_lr","ppi_prediction"
"7401","CXCL6","CCR10","ppi_lr","ppi_prediction"
"7402","CXCL9","CCR10","ppi_lr","ppi_prediction"
"7403","PNOC","CCR10","ppi_lr","ppi_prediction"
"7404","NMS","CCR10","ppi_lr","ppi_prediction"
"7405","NPW","CCR10","ppi_lr","ppi_prediction"
"7406","NPB","CCR10","ppi_lr","ppi_prediction"
"7407","RLN3","CCR10","ppi_lr","ppi_prediction"
"7408","CXCL16","CCR10","ppi_lr","ppi_prediction"
"7409","HEBP1","CCR10","ppi_lr","ppi_prediction"
"7410","APLN","CCR10","ppi_lr","ppi_prediction"
"7411","INSL5","CCR10","ppi_lr","ppi_prediction"
"7412","NMU","XCR1","ppi_lr","ppi_prediction"
"7413","PROK1","XCR1","ppi_lr","ppi_prediction"
"7414","QRFP","XCR1","ppi_lr","ppi_prediction"
"7415","KISS1","XCR1","ppi_lr","ppi_prediction"
"7416","NMS","XCR1","ppi_lr","ppi_prediction"
"7417","UTS2B","XCR1","ppi_lr","ppi_prediction"
"7418","PROK2","XCR1","ppi_lr","ppi_prediction"
"7419","GHRL","XCR1","ppi_lr","ppi_prediction"
"7420","TAC3","XCR1","ppi_lr","ppi_prediction"
"7421","COPA","NOTCH1","ppi_lr","ppi_prediction"
"7422","XCL1","BDKRB1","ppi_lr","ppi_prediction"
"7423","CXCL12","BDKRB1","ppi_lr","ppi_prediction"
"7424","NMU","BDKRB1","ppi_lr","ppi_prediction"
"7425","PROK1","BDKRB1","ppi_lr","ppi_prediction"
"7426","SST","BDKRB1","ppi_lr","ppi_prediction"
"7427","CCL20","BDKRB1","ppi_lr","ppi_prediction"
"7428","CXCL6","BDKRB1","ppi_lr","ppi_prediction"
"7429","QRFP","BDKRB1","ppi_lr","ppi_prediction"
"7430","CXCL9","BDKRB1","ppi_lr","ppi_prediction"
"7431","PNOC","BDKRB1","ppi_lr","ppi_prediction"
"7432","KISS1","BDKRB1","ppi_lr","ppi_prediction"
"7433","NMS","BDKRB1","ppi_lr","ppi_prediction"
"7434","UTS2B","BDKRB1","ppi_lr","ppi_prediction"
"7435","NPW","BDKRB1","ppi_lr","ppi_prediction"
"7436","NPB","BDKRB1","ppi_lr","ppi_prediction"
"7437","RLN3","BDKRB1","ppi_lr","ppi_prediction"
"7438","CCL19","BDKRB1","ppi_lr","ppi_prediction"
"7439","CXCL16","BDKRB1","ppi_lr","ppi_prediction"
"7440","PROK2","BDKRB1","ppi_lr","ppi_prediction"
"7441","CCL28","BDKRB1","ppi_lr","ppi_prediction"
"7442","HEBP1","BDKRB1","ppi_lr","ppi_prediction"
"7443","XCL2","BDKRB1","ppi_lr","ppi_prediction"
"7444","GHRL","BDKRB1","ppi_lr","ppi_prediction"
"7445","TAC3","BDKRB1","ppi_lr","ppi_prediction"
"7446","APLN","BDKRB1","ppi_lr","ppi_prediction"
"7447","CCL27","BDKRB1","ppi_lr","ppi_prediction"
"7448","INSL5","BDKRB1","ppi_lr","ppi_prediction"
"7449","CXCL12","GALR1","ppi_lr","ppi_prediction"
"7450","NMU","GALR1","ppi_lr","ppi_prediction"
"7451","SST","GALR1","ppi_lr","ppi_prediction"
"7452","CCL20","GALR1","ppi_lr","ppi_prediction"
"7453","CXCL6","GALR1","ppi_lr","ppi_prediction"
"7454","CXCL9","GALR1","ppi_lr","ppi_prediction"
"7455","PNOC","GALR1","ppi_lr","ppi_prediction"
"7456","NMS","GALR1","ppi_lr","ppi_prediction"
"7457","NPW","GALR1","ppi_lr","ppi_prediction"
"7458","NPB","GALR1","ppi_lr","ppi_prediction"
"7459","RLN3","GALR1","ppi_lr","ppi_prediction"
"7460","CCL19","GALR1","ppi_lr","ppi_prediction"
"7461","CXCL16","GALR1","ppi_lr","ppi_prediction"
"7462","CCL28","GALR1","ppi_lr","ppi_prediction"
"7463","HEBP1","GALR1","ppi_lr","ppi_prediction"
"7464","APLN","GALR1","ppi_lr","ppi_prediction"
"7465","CCL27","GALR1","ppi_lr","ppi_prediction"
"7466","INSL5","GALR1","ppi_lr","ppi_prediction"
"7467","XCL1","GCGR","ppi_lr","ppi_prediction"
"7468","NMU","GCGR","ppi_lr","ppi_prediction"
"7469","INSL3","GCGR","ppi_lr","ppi_prediction"
"7470","PROK1","GCGR","ppi_lr","ppi_prediction"
"7471","QRFP","GCGR","ppi_lr","ppi_prediction"
"7472","KISS1","GCGR","ppi_lr","ppi_prediction"
"7473","NMS","GCGR","ppi_lr","ppi_prediction"
"7474","UTS2B","GCGR","ppi_lr","ppi_prediction"
"7475","ADM2","GCGR","ppi_lr","ppi_prediction"
"7476","RLN3","GCGR","ppi_lr","ppi_prediction"
"7477","PTH2","GCGR","ppi_lr","ppi_prediction"
"7478","PROK2","GCGR","ppi_lr","ppi_prediction"
"7479","XCL2","GCGR","ppi_lr","ppi_prediction"
"7480","GHRL","GCGR","ppi_lr","ppi_prediction"
"7481","TAC3","GCGR","ppi_lr","ppi_prediction"
"7482","INSL3","SCTR","ppi_lr","ppi_prediction"
"7483","ADM2","SCTR","ppi_lr","ppi_prediction"
"7484","RLN3","SCTR","ppi_lr","ppi_prediction"
"7485","PTH2","SCTR","ppi_lr","ppi_prediction"
"7486","CXCL12","HTR5A","ppi_lr","ppi_prediction"
"7487","NMU","HTR5A","ppi_lr","ppi_prediction"
"7488","SST","HTR5A","ppi_lr","ppi_prediction"
"7489","CCL20","HTR5A","ppi_lr","ppi_prediction"
"7490","CXCL6","HTR5A","ppi_lr","ppi_prediction"
"7491","CXCL9","HTR5A","ppi_lr","ppi_prediction"
"7492","PNOC","HTR5A","ppi_lr","ppi_prediction"
"7493","NMS","HTR5A","ppi_lr","ppi_prediction"
"7494","NPW","HTR5A","ppi_lr","ppi_prediction"
"7495","NPB","HTR5A","ppi_lr","ppi_prediction"
"7496","RLN3","HTR5A","ppi_lr","ppi_prediction"
"7497","CCL19","HTR5A","ppi_lr","ppi_prediction"
"7498","CXCL16","HTR5A","ppi_lr","ppi_prediction"
"7499","CCL28","HTR5A","ppi_lr","ppi_prediction"
"7500","HEBP1","HTR5A","ppi_lr","ppi_prediction"
"7501","APLN","HTR5A","ppi_lr","ppi_prediction"
"7502","CCL27","HTR5A","ppi_lr","ppi_prediction"
"7503","INSL5","HTR5A","ppi_lr","ppi_prediction"
"7504","XCL1","AVPR1B","ppi_lr","ppi_prediction"
"7505","NMU","AVPR1B","ppi_lr","ppi_prediction"
"7506","PROK1","AVPR1B","ppi_lr","ppi_prediction"
"7507","QRFP","AVPR1B","ppi_lr","ppi_prediction"
"7508","KISS1","AVPR1B","ppi_lr","ppi_prediction"
"7509","NMS","AVPR1B","ppi_lr","ppi_prediction"
"7510","UTS2B","AVPR1B","ppi_lr","ppi_prediction"
"7511","PROK2","AVPR1B","ppi_lr","ppi_prediction"
"7512","XCL2","AVPR1B","ppi_lr","ppi_prediction"
"7513","GHRL","AVPR1B","ppi_lr","ppi_prediction"
"7514","TAC3","AVPR1B","ppi_lr","ppi_prediction"
"7515","CXCL12","MTNR1A","ppi_lr","ppi_prediction"
"7516","NMU","MTNR1A","ppi_lr","ppi_prediction"
"7517","SST","MTNR1A","ppi_lr","ppi_prediction"
"7518","CCL20","MTNR1A","ppi_lr","ppi_prediction"
"7519","CXCL6","MTNR1A","ppi_lr","ppi_prediction"
"7520","CXCL9","MTNR1A","ppi_lr","ppi_prediction"
"7521","PNOC","MTNR1A","ppi_lr","ppi_prediction"
"7522","NMS","MTNR1A","ppi_lr","ppi_prediction"
"7523","NPW","MTNR1A","ppi_lr","ppi_prediction"
"7524","NPB","MTNR1A","ppi_lr","ppi_prediction"
"7525","RLN3","MTNR1A","ppi_lr","ppi_prediction"
"7526","CCL19","MTNR1A","ppi_lr","ppi_prediction"
"7527","CXCL16","MTNR1A","ppi_lr","ppi_prediction"
"7528","CCL28","MTNR1A","ppi_lr","ppi_prediction"
"7529","HEBP1","MTNR1A","ppi_lr","ppi_prediction"
"7530","APLN","MTNR1A","ppi_lr","ppi_prediction"
"7531","CCL27","MTNR1A","ppi_lr","ppi_prediction"
"7532","INSL5","MTNR1A","ppi_lr","ppi_prediction"
"7533","NMU","NPBWR1","ppi_lr","ppi_prediction"
"7534","SST","NPBWR1","ppi_lr","ppi_prediction"
"7535","CCL20","NPBWR1","ppi_lr","ppi_prediction"
"7536","CXCL6","NPBWR1","ppi_lr","ppi_prediction"
"7537","CXCL9","NPBWR1","ppi_lr","ppi_prediction"
"7538","PNOC","NPBWR1","ppi_lr","ppi_prediction"
"7539","NMS","NPBWR1","ppi_lr","ppi_prediction"
"7540","RLN3","NPBWR1","ppi_lr","ppi_prediction"
"7541","CCL19","NPBWR1","ppi_lr","ppi_prediction"
"7542","CXCL16","NPBWR1","ppi_lr","ppi_prediction"
"7543","CCL28","NPBWR1","ppi_lr","ppi_prediction"
"7544","HEBP1","NPBWR1","ppi_lr","ppi_prediction"
"7545","APLN","NPBWR1","ppi_lr","ppi_prediction"
"7546","CCL27","NPBWR1","ppi_lr","ppi_prediction"
"7547","INSL5","NPBWR1","ppi_lr","ppi_prediction"
"7548","LAMC2","CD151","ppi_lr","ppi_prediction"
"7549","INSL3","GIPR","ppi_lr","ppi_prediction"
"7550","ADM2","GIPR","ppi_lr","ppi_prediction"
"7551","RLN3","GIPR","ppi_lr","ppi_prediction"
"7552","PTH2","GIPR","ppi_lr","ppi_prediction"
"7553","SST","NPY2R","ppi_lr","ppi_prediction"
"7554","CCL20","NPY2R","ppi_lr","ppi_prediction"
"7555","CXCL6","NPY2R","ppi_lr","ppi_prediction"
"7556","CXCL9","NPY2R","ppi_lr","ppi_prediction"
"7557","PNOC","NPY2R","ppi_lr","ppi_prediction"
"7558","NMS","NPY2R","ppi_lr","ppi_prediction"
"7559","NPW","NPY2R","ppi_lr","ppi_prediction"
"7560","NPB","NPY2R","ppi_lr","ppi_prediction"
"7561","RLN3","NPY2R","ppi_lr","ppi_prediction"
"7562","CCL19","NPY2R","ppi_lr","ppi_prediction"
"7563","CXCL16","NPY2R","ppi_lr","ppi_prediction"
"7564","CCL28","NPY2R","ppi_lr","ppi_prediction"
"7565","HEBP1","NPY2R","ppi_lr","ppi_prediction"
"7566","APLN","NPY2R","ppi_lr","ppi_prediction"
"7567","CCL27","NPY2R","ppi_lr","ppi_prediction"
"7568","INSL5","NPY2R","ppi_lr","ppi_prediction"
"7569","INSL3","PTH2R","ppi_lr","ppi_prediction"
"7570","ADM2","PTH2R","ppi_lr","ppi_prediction"
"7571","RLN3","PTH2R","ppi_lr","ppi_prediction"
"7572","SST","MTNR1B","ppi_lr","ppi_prediction"
"7573","CCL20","MTNR1B","ppi_lr","ppi_prediction"
"7574","CXCL6","MTNR1B","ppi_lr","ppi_prediction"
"7575","CXCL9","MTNR1B","ppi_lr","ppi_prediction"
